,datetime,open,high,low,close,volume
143,12.09.2024 00:00:00.000000,0.01997,0.02032,0.01968,0.0201,359466634.2
144,13.09.2024 00:00:00.000000,0.02011,0.02117,0.01955,0.02111,473745481.9
145,14.09.2024 00:00:00.000000,0.02111,0.02163,0.02031,0.02052,323583572.3
146,15.09.2024 00:00:00.000000,0.02052,0.02073,0.01954,0.01972,283714813.9
147,16.09.2024 00:00:00.000000,0.01972,0.01975,0.01878,0.01919,396995871.6
148,17.09.2024 00:00:00.000000,0.01919,0.02007,0.01899,0.01974,475332321.1
149,18.09.2024 00:00:00.000000,0.01974,0.02038,0.01883,0.02035,568875634.2
150,19.09.2024 00:00:00.000000,0.02035,0.02141,0.02013,0.02111,598667112.8
151,20.09.2024 00:00:00.000000,0.02111,0.02183,0.0206,0.02105,501195119.2
152,21.09.2024 00:00:00.000000,0.02104,0.02138,0.02062,0.0213,173273422.3
153,22.09.2024 00:00:00.000000,0.0213,0.02135,0.02011,0.02083,282729107.9
154,23.09.2024 00:00:00.000000,0.02083,0.02245,0.02034,0.02239,672878447.5
155,24.09.2024 00:00:00.000000,0.02239,0.02345,0.02167,0.02302,588335061.1
156,25.09.2024 00:00:00.000000,0.02302,0.02349,0.02208,0.02216,392605724.6
157,26.09.2024 00:00:00.000000,0.02217,0.02391,0.02188,0.02315,526297273.8
158,27.09.2024 00:00:00.000000,0.02314,0.0255,0.02308,0.02444,778613732.8
159,28.09.2024 00:00:00.000000,0.02445,0.02536,0.02354,0.02397,507444958.5
160,29.09.2024 00:00:00.000000,0.02398,0.02425,0.02293,0.02367,417291817.0
161,30.09.2024 00:00:00.000000,0.02368,0.02407,0.02148,0.02175,569444799.6
162,01.10.2024 00:00:00.000000,0.02174,0.02268,0.01878,0.01986,910480755.8
163,02.10.2024 00:00:00.000000,0.01986,0.02066,0.01878,0.0193,552643150.6
164,03.10.2024 00:00:00.000000,0.0193,0.0198,0.01845,0.01901,482203427.8
165,04.10.2024 00:00:00.000000,0.01902,0.02014,0.0189,0.01985,388458430.2
166,05.10.2024 00:00:00.000000,0.01986,0.02021,0.01906,0.01953,243627991.3
167,06.10.2024 00:00:00.000000,0.01954,0.02012,0.01922,0.02,247034895.4
168,07.10.2024 00:00:00.000000,0.02,0.02069,0.01916,0.0192,484727252.7
169,08.10.2024 00:00:00.000000,0.01922,0.01966,0.01862,0.01896,390353644.2
170,09.10.2024 00:00:00.000000,0.01895,0.01932,0.0182,0.01844,426710793.1
171,10.10.2024 00:00:00.000000,0.01844,0.01891,0.0179,0.01865,302399722.2
172,11.10.2024 00:00:00.000000,0.01864,0.01955,0.01837,0.01922,306970590.6
173,12.10.2024 00:00:00.000000,0.01923,0.01964,0.01909,0.01939,247745082.5
174,13.10.2024 00:00:00.000000,0.0194,0.01949,0.01849,0.01903,228642570.9
175,14.10.2024 00:00:00.000000,0.01904,0.02074,0.01866,0.02067,509371332.7
176,15.10.2024 00:00:00.000000,0.02068,0.02112,0.01952,0.02014,710023321.9
177,16.10.2024 00:00:00.000000,0.02014,0.02053,0.01938,0.0198,436768863.5
178,17.10.2024 00:00:00.000000,0.0198,0.02017,0.01859,0.0189,392020164.7
179,18.10.2024 00:00:00.000000,0.0189,0.01944,0.01879,0.01928,303448121.5
180,19.10.2024 00:00:00.000000,0.01929,0.01976,0.01899,0.01926,184181057.3
181,20.10.2024 00:00:00.000000,0.01927,0.02,0.01888,0.01996,317642801.1
182,21.10.2024 00:00:00.000000,0.01996,0.02056,0.01921,0.01979,893625792.9
183,22.10.2024 00:00:00.000000,0.0198,0.0205,0.01925,0.01962,443383351.6
184,23.10.2024 00:00:00.000000,0.01963,0.01969,0.01803,0.01878,371978743.6
185,24.10.2024 00:00:00.000000,0.01878,0.01952,0.01866,0.01904,296289915.3
186,25.10.2024 00:00:00.000000,0.01904,0.01915,0.01612,0.01705,511498152.3
187,26.10.2024 00:00:00.000000,0.01705,0.01758,0.01668,0.01715,439529517.3
188,27.10.2024 00:00:00.000000,0.01715,0.01785,0.01708,0.0177,175270276.3
189,28.10.2024 00:00:00.000000,0.01771,0.01878,0.0173,0.01816,473880229.5
190,29.10.2024 00:00:00.000000,0.01817,0.01937,0.01815,0.01913,441052911.3
191,30.10.2024 00:00:00.000000,0.01913,0.01916,0.01847,0.01881,305590862.8
192,31.10.2024 00:00:00.000000,0.01881,0.01893,0.01741,0.01768,301022378.5
193,01.11.2024 00:00:00.000000,0.01769,0.0184,0.01719,0.01751,282357816.9
194,02.11.2024 00:00:00.000000,0.01752,0.01778,0.01706,0.01728,169175916.5
195,03.11.2024 00:00:00.000000,0.01729,0.01736,0.01614,0.01691,309067780.9
196,04.11.2024 00:00:00.000000,0.01692,0.01725,0.01598,0.01637,260197379.6
197,05.11.2024 00:00:00.000000,0.01637,0.0177,0.01636,0.01751,456703244.9
198,06.11.2024 00:00:00.000000,0.01752,0.02138,0.01752,0.02085,1110925561.0
199,07.11.2024 00:00:00.000000,0.02085,0.02238,0.02044,0.021,732167690.8
