,datetime,open,high,low,close,volume
0,22.04.2024 00:00:00.000000,0.020128,0.0215,0.019875,0.020721,830296322.7
1,23.04.2024 00:00:00.000000,0.02072,0.021303,0.02004,0.020268,723388311.4
2,24.04.2024 00:00:00.000000,0.020268,0.021045,0.0188,0.019125,826479942.1
3,25.04.2024 00:00:00.000000,0.019132,0.019412,0.0182,0.018912,678656487.7
4,26.04.2024 00:00:00.000000,0.018917,0.018985,0.017926,0.018201,629121616.1
5,27.04.2024 00:00:00.000000,0.018207,0.018552,0.017531,0.018351,404169100.9
6,28.04.2024 00:00:00.000000,0.018354,0.0188,0.017929,0.018021,291844955.5
7,29.04.2024 00:00:00.000000,0.018018,0.018343,0.017385,0.017987,497993961.6
8,30.04.2024 00:00:00.000000,0.017991,0.0184,0.01619,0.016896,764799480.0
9,01.05.2024 00:00:00.000000,0.016904,0.01719,0.015259,0.016672,1214933809.9
10,02.05.2024 00:00:00.000000,0.016681,0.017067,0.015886,0.016713,704054425.5
11,03.05.2024 00:00:00.000000,0.016717,0.018545,0.01653,0.01831,830465866.4
12,04.05.2024 00:00:00.000000,0.01831,0.019696,0.018124,0.018882,676018862.9
13,05.05.2024 00:00:00.000000,0.018886,0.020511,0.018449,0.019975,1084893985.6
14,06.05.2024 00:00:00.000000,0.01998,0.020529,0.018954,0.019104,852661830.1
15,07.05.2024 00:00:00.000000,0.019104,0.019649,0.018243,0.018286,646853992.8
16,08.05.2024 00:00:00.000000,0.01827,0.018452,0.017583,0.017935,624657345.3
17,09.05.2024 00:00:00.000000,0.017935,0.019535,0.017741,0.019439,583147455.0
18,10.05.2024 00:00:00.000000,0.019445,0.019696,0.017866,0.01809,566780448.5
19,11.05.2024 00:00:00.000000,0.018096,0.018522,0.0179,0.017947,260926672.9
20,12.05.2024 00:00:00.000000,0.017948,0.018349,0.017629,0.017867,222541353.2
21,13.05.2024 00:00:00.000000,0.017874,0.018763,0.017078,0.018342,681702773.0
22,14.05.2024 00:00:00.000000,0.01834,0.019522,0.017571,0.017678,744876636.4
23,15.05.2024 00:00:00.000000,0.017679,0.020495,0.017466,0.020124,1119378477.5
24,16.05.2024 00:00:00.000000,0.020131,0.020703,0.019362,0.020094,965183177.4
25,17.05.2024 00:00:00.000000,0.020098,0.021421,0.019468,0.02019,890826870.3
26,18.05.2024 00:00:00.000000,0.020193,0.021,0.019492,0.020706,685919608.6
27,19.05.2024 00:00:00.000000,0.020712,0.021026,0.019428,0.019587,578586099.0
28,20.05.2024 00:00:00.000000,0.019589,0.021049,0.019196,0.020962,860572334.9
29,21.05.2024 00:00:00.000000,0.020968,0.021215,0.019995,0.020719,892761495.7
30,22.05.2024 00:00:00.000000,0.020725,0.022154,0.019935,0.021223,1241647217.5
31,23.05.2024 00:00:00.000000,0.02122,0.022356,0.019526,0.02066,1319708315.0
32,24.05.2024 00:00:00.000000,0.02066,0.02203,0.020345,0.020881,684842361.4
33,25.05.2024 00:00:00.000000,0.02088,0.021748,0.020675,0.021572,412751571.1
34,26.05.2024 00:00:00.000000,0.021572,0.0254,0.021555,0.025144,2671269813.7
35,27.05.2024 00:00:00.000000,0.02513,0.028867,0.024617,0.026628,5107851375.0
36,28.05.2024 00:00:00.000000,0.026634,0.027272,0.025093,0.02552,1758846293.8
37,29.05.2024 00:00:00.000000,0.025526,0.027188,0.024,0.025265,1526764209.3
38,30.05.2024 00:00:00.000000,0.025268,0.032013,0.024267,0.030871,4500218419.4
39,31.05.2024 00:00:00.000000,0.030873,0.0351,0.029501,0.033667,3863267054.3
40,01.06.2024 00:00:00.000000,0.033667,0.03722,0.033201,0.036002,3583258827.5
41,02.06.2024 00:00:00.000000,0.03601,0.040148,0.033816,0.036148,3640634113.4
42,03.06.2024 00:00:00.000000,0.036138,0.037016,0.03399,0.036928,2134536225.6
43,04.06.2024 00:00:00.000000,0.036928,0.042515,0.036286,0.04026,4047057575.6
44,05.06.2024 00:00:00.000000,0.040259,0.040561,0.037341,0.038605,1550736024.4
45,06.06.2024 00:00:00.000000,0.038604,0.041598,0.037769,0.04078,1697809469.6
46,07.06.2024 00:00:00.000000,0.04078,0.04469,0.0385,0.040793,3621613018.9
47,08.06.2024 00:00:00.000000,0.040785,0.041936,0.0375,0.037714,2022269927.6
48,09.06.2024 00:00:00.000000,0.037718,0.040275,0.037,0.039467,1327748343.4
49,10.06.2024 00:00:00.000000,0.039468,0.0407,0.037046,0.038611,1606490652.3
50,11.06.2024 00:00:00.000000,0.038625,0.038989,0.033524,0.035077,1659243527.6
51,12.06.2024 00:00:00.000000,0.035078,0.038765,0.03386,0.037723,1336959533.6
52,13.06.2024 00:00:00.000000,0.037739,0.03786,0.03417,0.034301,793759482.4
53,14.06.2024 00:00:00.000000,0.03431,0.036383,0.0313,0.033262,944405386.8
54,15.06.2024 00:00:00.000000,0.033259,0.035554,0.032753,0.034114,584188258.4
55,16.06.2024 00:00:00.000000,0.034126,0.03878,0.033217,0.03832,1230581355.5
56,17.06.2024 00:00:00.000000,0.038302,0.038895,0.03458,0.036072,1581032291.9
57,18.06.2024 00:00:00.000000,0.036073,0.036322,0.030655,0.032146,1743771102.1
58,19.06.2024 00:00:00.000000,0.032147,0.033696,0.029281,0.030093,1333181124.8
59,20.06.2024 00:00:00.000000,0.03008,0.031356,0.027729,0.028727,1381528102.6
60,21.06.2024 00:00:00.000000,0.028732,0.029888,0.027051,0.029108,1415638245.1
61,22.06.2024 00:00:00.000000,0.029112,0.03175,0.028398,0.031589,1028843028.4
62,23.06.2024 00:00:00.000000,0.031574,0.033139,0.029453,0.029513,1109527491.0
63,24.06.2024 00:00:00.000000,0.029516,0.029945,0.028,0.029436,1114449308.9
64,25.06.2024 00:00:00.000000,0.029441,0.031709,0.029399,0.030755,1027760676.0
65,26.06.2024 00:00:00.000000,0.030763,0.031246,0.029458,0.029613,618211479.3
66,27.06.2024 00:00:00.000000,0.029619,0.032,0.02875,0.03147,686060630.3
67,28.06.2024 00:00:00.000000,0.03146,0.0315,0.02951,0.02982,510451953.4
68,29.06.2024 00:00:00.000000,0.02983,0.03055,0.02805,0.02813,473018776.6
69,30.06.2024 00:00:00.000000,0.02813,0.02946,0.02762,0.02897,611980049.2
70,01.07.2024 00:00:00.000000,0.02897,0.03048,0.02793,0.02814,709962774.2
71,02.07.2024 00:00:00.000000,0.02814,0.02853,0.02724,0.02788,393507455.8
72,03.07.2024 00:00:00.000000,0.02788,0.02831,0.0246,0.02504,843183461.0
73,04.07.2024 00:00:00.000000,0.02505,0.02525,0.02184,0.0221,1204054891.7
74,05.07.2024 00:00:00.000000,0.0221,0.0222,0.019213,0.02131,1558209622.9
75,06.07.2024 00:00:00.000000,0.02131,0.02533,0.0212,0.02486,1324950268.2
76,07.07.2024 00:00:00.000000,0.02486,0.02486,0.02283,0.02301,816710587.1
77,08.07.2024 00:00:00.000000,0.02301,0.0248,0.02203,0.02253,1042560594.7
78,09.07.2024 00:00:00.000000,0.02252,0.02398,0.0222,0.02349,562417432.2
79,10.07.2024 00:00:00.000000,0.02349,0.02532,0.02297,0.025,658420946.5
80,11.07.2024 00:00:00.000000,0.02501,0.02532,0.0232,0.02322,702871649.7
81,12.07.2024 00:00:00.000000,0.02321,0.02477,0.02276,0.02472,480031924.4
82,13.07.2024 00:00:00.000000,0.02472,0.02502,0.0234,0.02387,446270307.6
83,14.07.2024 00:00:00.000000,0.02386,0.02668,0.02384,0.02614,683387942.9
84,15.07.2024 00:00:00.000000,0.02613,0.03178,0.0259,0.03147,1386867163.6
85,16.07.2024 00:00:00.000000,0.03149,0.03184,0.02815,0.03018,1240140300.0
86,17.07.2024 00:00:00.000000,0.03018,0.032,0.02888,0.02896,748770564.9
87,18.07.2024 00:00:00.000000,0.02899,0.02979,0.02737,0.02795,706909344.6
88,19.07.2024 00:00:00.000000,0.02794,0.03055,0.02713,0.02954,740388920.6
89,20.07.2024 00:00:00.000000,0.02954,0.0305,0.02943,0.02997,434096014.2
90,21.07.2024 00:00:00.000000,0.02997,0.03074,0.02813,0.03036,563777744.4
91,22.07.2024 00:00:00.000000,0.03035,0.03076,0.02829,0.02872,441467453.9
92,23.07.2024 00:00:00.000000,0.02871,0.02966,0.02692,0.02718,602744501.3
93,24.07.2024 00:00:00.000000,0.02717,0.02918,0.02695,0.02708,485610193.6
94,25.07.2024 00:00:00.000000,0.02709,0.02809,0.02513,0.02782,730782738.0
95,26.07.2024 00:00:00.000000,0.02782,0.0299,0.02742,0.02898,642721206.1
96,27.07.2024 00:00:00.000000,0.02898,0.03314,0.02877,0.03203,1146654356.1
97,28.07.2024 00:00:00.000000,0.03202,0.03262,0.03105,0.03172,618628296.5
98,29.07.2024 00:00:00.000000,0.03173,0.0328,0.03035,0.03079,896409183.9
99,30.07.2024 00:00:00.000000,0.0308,0.03351,0.02961,0.03046,1118417885.4
100,31.07.2024 00:00:00.000000,0.03046,0.03141,0.02849,0.02899,756054227.8
101,01.08.2024 00:00:00.000000,0.029,0.02923,0.02592,0.02864,746432113.7
102,02.08.2024 00:00:00.000000,0.02864,0.02882,0.02532,0.02555,750449184.2
103,03.08.2024 00:00:00.000000,0.02554,0.02606,0.02299,0.02373,891349299.8
104,04.08.2024 00:00:00.000000,0.02372,0.02445,0.02084,0.02248,1241365795.7
105,05.08.2024 00:00:00.000000,0.02248,0.0226,0.01578,0.01905,4062487882.5
106,06.08.2024 00:00:00.000000,0.01908,0.02216,0.01901,0.02124,1590498647.2
107,07.08.2024 00:00:00.000000,0.02123,0.02377,0.02015,0.02038,1418645516.6
108,08.08.2024 00:00:00.000000,0.02037,0.0236,0.01992,0.02311,1036086682.1
109,09.08.2024 00:00:00.000000,0.02311,0.02325,0.02134,0.02195,688584408.2
110,10.08.2024 00:00:00.000000,0.02195,0.02245,0.02142,0.02182,397030422.2
111,11.08.2024 00:00:00.000000,0.02182,0.02235,0.02006,0.02014,638750140.4
112,12.08.2024 00:00:00.000000,0.02014,0.02153,0.01971,0.02091,847488316.3
113,13.08.2024 00:00:00.000000,0.02091,0.02156,0.02027,0.02086,533489924.4
114,14.08.2024 00:00:00.000000,0.02086,0.0215,0.01985,0.02007,565589575.3
115,15.08.2024 00:00:00.000000,0.02006,0.02065,0.01916,0.01962,666131983.0
116,16.08.2024 00:00:00.000000,0.01963,0.02059,0.01879,0.01942,542325127.8
117,17.08.2024 00:00:00.000000,0.01943,0.02127,0.01926,0.02096,487336594.5
118,18.08.2024 00:00:00.000000,0.02097,0.02098,0.02019,0.02023,334534734.4
119,19.08.2024 00:00:00.000000,0.02024,0.02109,0.0198,0.02096,477513534.5
120,20.08.2024 00:00:00.000000,0.02097,0.0214,0.01992,0.02049,615931064.1
121,21.08.2024 00:00:00.000000,0.0205,0.02098,0.01968,0.02073,547550647.1
122,22.08.2024 00:00:00.000000,0.02073,0.02192,0.02041,0.02184,464583221.3
123,23.08.2024 00:00:00.000000,0.02183,0.0236,0.0216,0.02321,665582379.6
124,24.08.2024 00:00:00.000000,0.02321,0.0244,0.02279,0.02336,592606073.2
125,25.08.2024 00:00:00.000000,0.02335,0.02347,0.02164,0.02239,534139306.8
126,26.08.2024 00:00:00.000000,0.02239,0.02264,0.02061,0.02086,500606549.3
127,27.08.2024 00:00:00.000000,0.02087,0.02175,0.01925,0.01988,571965565.5
128,28.08.2024 00:00:00.000000,0.01988,0.02065,0.01891,0.01931,569380072.1
129,29.08.2024 00:00:00.000000,0.0193,0.02044,0.01894,0.01933,339811599.6
130,30.08.2024 00:00:00.000000,0.01932,0.01958,0.01822,0.01941,446898923.0
131,31.08.2024 00:00:00.000000,0.01941,0.01975,0.01875,0.01902,202921744.0
132,01.09.2024 00:00:00.000000,0.01902,0.01911,0.01803,0.01822,342556634.0
133,02.09.2024 00:00:00.000000,0.01821,0.01912,0.01773,0.01886,349194374.8
134,03.09.2024 00:00:00.000000,0.01885,0.01968,0.01808,0.01814,326913176.8
135,04.09.2024 00:00:00.000000,0.01814,0.01911,0.01711,0.0187,569205650.4
136,05.09.2024 00:00:00.000000,0.01871,0.01881,0.01762,0.01803,371782860.7
137,06.09.2024 00:00:00.000000,0.01804,0.01943,0.01729,0.01826,1068589456.4
138,07.09.2024 00:00:00.000000,0.01826,0.0188,0.01785,0.01821,287136502.6
139,08.09.2024 00:00:00.000000,0.01821,0.01872,0.01796,0.01841,276611718.8
140,09.09.2024 00:00:00.000000,0.01841,0.01976,0.01821,0.01936,417929442.5
141,10.09.2024 00:00:00.000000,0.01937,0.02085,0.01921,0.02009,529517984.5
142,11.09.2024 00:00:00.000000,0.02009,0.02043,0.01914,0.01996,453674015.1
